title,author,post,category;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Insane? ,UID2187,""Hi guys, By now I guess you know my story. Health anxiety, anxiety, obsessive tendencies! Ekk, quite a list! Specifically, this time at least, my worries centre around scizophrenia. This week I'm worried I'm becoming paranoid! First I worried that I thought people were watching me, I don't think I really thought that?! UID2349 I'm stressing I'm worried about people's motives, for example, my doctor, whom I have always trusted. It feels like these thoughts are driving me insane. Am I going crazy? Is it a part of the anxiety? I don't seem to think these things when I'm busy. Ive not had a lot of sleep this week and I don't see my psycologist until next week. I guess I want reassurance, I know you guys can't give. Has anyone been through something similar? I really thought the tablets were helping!! And they have slowed the thoughts down, and the intrusive thoughts are going! Skye"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Has anyone with anxiety experienced paranoia? ,UID2187,""Hi guys, So for those of you that have read my previous posts would know Ive had GAD and more recently obsessive thoughts. And at the moment my obsessive thoughts centre in me being scizophrenic (even though I've been told by my GP, a psychiatrist and my pyscologist that I'm not,well that they'd put a millin dollars on me not being scizophrenic). My question is: previously when I'd read a lot about it, I read the symptoms. One of them being paranoia. So now sometimes I convince myself someone is watching me ect, even though I know it's not true! Has anyone else experienced something similar? Bluey"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I had a lapse, what to do? ,UID2187,""Hi guys, last night I had a lapse, I've been so good staying off google! But last night I struggled (as I know I sometimes will). And googled. I came across a study that suggested UID4110 could increase your chance of scizophrenia, not just that but children of UID4110 parents had an increased risk. As with anxiety, I'm now stressing. Although my official diagnosis is GAD with some obsessive thinking. I have started on an SSRI which is helping but as expected it's not a miracle cure. As my psyciatrist said the key to me getting better is me!"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Intrusive thoughts and anxiety,UID2187,""Hi I have recently been diagnosed with GAD and obsessive thoughts. I also have a paranoia i,m developing scizophrenia. Lately my intrusive thoughts have been more like a voice (my voice). Like i'll my son i love him and suddenly i hear a thought, do you really, very clearly, like a voice, but my voice ( i think but i self doubt a lot). Or i'll be playing with my kids and i'll hear myself say, """"you wont be doing that when you dead"""", but i dont say it out loud only in my head. Is this normal, i have told my GP and a phyciatrist, but they think its just my thoughts? I'm so confused."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anxiety and restless leg syndrome,UID3880,Hello I suffer from bad anxiety as well as getting bad restless legs at the same time. I know they are related but don't know how to control it. it gets soo bad sometimes that I need to use medication but that often doesn't work. im constantly shaking my legs and cant stop it till night time and im soo worn out physically and mentally. any suggestions on how to manage this. I already take magnesium supplements at night. can someone please help me UID50023,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Anxiety.  Confusing,UID2131,""I ve had depression for many years ,Gradually it's become milder. But last year I started to get brief episodes of fear. They were easing. But two months ago a good friend took his life. I ve had grief, fear, some good days. The fear is often that I lol go into a bad depression again. This time the symptoms are worse. Mainly I mean that I can t be distracted by anything. I'm terrified that this anxiety will become massive or put me into a bad depression. I ve  told by people that my depression has turned to anxiety and doctors have been telling me it 's more anxiety now. I m so scared. I know I have to carry on with my routine but it 's not helping. I can tell see things getting better. I can only imagine going through a terrible time. Because I m not used to anxiety I Don t know how it goes. I suppose I got to know my depression. I see my gp in about ten days. If anyone can advise me I d really appreciate it. I feel lost. "",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Social Anxiety Tips,UID3793,""Hi all, I was hoping for some help with social anxiety issues. My psychiatrist has been encouraging me to get out and try more activities and I have been doing well, however, I'm hitting a bit of a block with one thing I want to try. I enjoy singing and tried one choir, but found it too overwhelming with the amount of activities they attend";" with my schedule coming up I knew it wouldn't fit. There is another group that I have said I will go to next Tuesday, but doubt has hit me hard. It's like, I'm not sure if it's right or if I'll like it so I think it's better not going at all. I think I always worry about having to make a commitment as I find it hard to break a commitment down the track. Does anyone else struggle with this? If so, how have you overcome it? I appreciate any advice. My social anxiety has been holding me back for a while now. Sorry if it doesn't make sense, I can give more detail if needed."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I want to curl up into a ball and hide,UID885,Today started off with lots of tears. Felt very down so booked into see my doc. We changed my dosage of AD back since I seem to have been feeling side effects. He did a new mental health plan and gave me information to get more support and possibly join a mental health activity group. It would be nice to UID863t some people who actually understand. Im tired of the constant struggle to get on top of this mental illness. My eyes are sore and tired.,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lost in the Past - Relapse,UID1015,""Hi guys, I'm new to this forum, but I'm not new to this -go-round of anxiety, So I feel a little silly writing this right now. A good start to this story is that I have overcome this thing twice and been able to manage for a good 1.5 years currently. However I am slipping again. My anxiety is not about the future, I'm pretty good at UID863ting that head on. My anxiety is about the past, which makes it so difficult to overcome because it's always there. I get anxiety about things in the past that I might have done but not thought about, or not thought what people would think. I get anxiety looking back at things like driving home, once I'm home, I worry about whether I ran red lights or cut people off. By this time my mind has usually distorted things and I can remember exactly what could have happened. Lots of small things like this and they can just ruin my memories and send me into panic. Lately I have been less able to put these things back in the past. People keep telling me the last won't hurt me and I just have to move on but we all know how that feels. Sounds easy right? I have been getting worse and worse over the last few weeks and now here I am unable to function almost. Yesterday was a crazy storm event. I work on an island so as soon as we heard things were going to get bad we were out the door to get home. The road can sometimes flood. Anyways we got to this road area and it was water over the road. I can't even remember how much!!. But everyone was still going through. Big cars small cars etc so I went through. Scared stiff but I followed the line of people, took my turn and slowly and carefully followed the line of cars . My work colleagues were one in front and one behind and we all went through ok, followed by many many more people on either side of be road. I'm not sure if they ever closed that road at all. Nothing happened, we were all through safe, I breathed a sigh of relief. However I could not stop shaking hVe been in panic mode since then. I know it was a stupid and horrible thing to do, I know how dangerous it was but I followed everyone. However I am stuck having flashbacks and anxiety. I don't know if this was just the last straw and my anxiety is back full time but I know I sure do not feel good today. I could not sleep. thats my mind right now. I was wondering does anyone else get anxiety about the past? can get rid of anxiety for the 3rd time without medication? I hate being back here in my head."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Family events and social anxiety,UID3793,""Hi all, I have a bit of an issue with my relationship with my mum. I always thought we were close and often spoke with each other, but lately I feel like there is a bit of emotional guilt from my mum. If there is a family event, such as a birthday or anniversary, and I cant make it due to social anxiety or my health my mum gets very angry with me. She wont always show it around other people, but does when she's just talking with me, so I have no proof to back it up. Then if I don't make it, like I have recently, she gives me the silent treatment and she has admitted that she does this when she's angry. I then start to feel guilty and feel like I have to make it up to her even though it wasn't her birthday and it had nothing to do with her, but it's like I've caused a great injustice. One time when I couldn't make it she didn't speak to me for three weeks, I was shattered. I'm just finding our relationship an emotional drain lately and have to keep my distance, which is hard since I get separation anxiety. Have any of you had emotional guilt from parents? How have you dealt with it? Many thanks for reading..."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anxiety and too many expectations,UID3793,Hi all I've been in a job and as I'm still new I'm learning the ropes. The thing is with my anxiety I have a bad habit of expecting to learn too much too soon. Then I start to doubt myself about whether or not I can do the job and it becomes a UID3600ious UID2254rcle. I left early today due to exhaustion and I was wondering if anyone else deals with this and what helps? Do you have any tricks to focus on what you're learning? I'd appreciate some advice. UID3793,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24/7 Anxiety post anesthetic - antidepressant and anti-anxiety medication - big life changes in such a short time....???,UID325,""Hi, I am a 42yr old married Mother of 3 boys (6,8 &10). I recently had an anesthetic for a medical procedure. I awoke to a new world of 24/7 Anxiety post my surgery that I had never experience before. My symptoms 24/7 body tingling, vomiting, body tremors, CNS aggitition, tight chest, dry mouth, fever, diahreoa, flushing, numbness on my face and in my ears and insomnia, complete lose of appetite or ability to eat/drink) terrifying. my family confused and unable to understand the sudden change took me to the GP. They thought I may be dehydrated told to drink Hydralyte, no change. Symptoms persisted - very distressed new symptom red throat. Dr referred me to a general physician. I couldn't wait now 7 days of no sleep and symptoms - presented to an emergency department UID50007t drug reaction but unsure sent back to GP. GP prescribed medication to stop anxiety .05mg as needed 4-6hrs to see if symptoms abated. Anxitey did abate only for 2 hrs the up and downs on that drug were horrific.- was not told accurate information and how addictive it is. I don't drink, smoke, drink coffee and always been health focused individual. GP made me stay on it for 2wks - I crashed after 2wks, lost 8kg, back in ambulance to hospital dehydrated very ill. My family contacted a specialist psychiatrist took over my care, weaned off this medication onto another He said he would never prescribe the medication my GP gave me and only helped people come off it. My Psychiatrist helping me cease this new anti-anxiety medication on a strict plan. His opinion I experienced extreme drug interaction between the medications given to me under my anesthetic - mild serotonin syndrome (undiagnosised earlier so put on anti-anxiety medication). He recommended ceasing anti-anxiety medication in adjunct with anti-depressant Anti-anxiety medication can themselves cause depression. 8 week nightmare now need to find strength to cope weaning off anti-anxiety medication I do not crave it or give in when the anxiety starts to build I stick to my plan. Struggling with my background anxiety feelings while withdrawalling and introduction of antidepressant. Any experience ceasing anti-anxiety while starting ant-idepresentUID725 have read withdrawal can induce rebound anxiety for weeks after your last dose. This frightens me. Missing my old life, Need find strength to get through. .Stuck until life starts again."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OCD thoughts,UID753,Does anyone else with UID4110/Anxiety sometimes not remember if something happened or didn't? I get anxious over old conversations and scenarios from the past but then sometimes I create things in my head and I can't remember if they happened or not but 9 times out of 10 they didn't. The reason I cannot remember whether they happened or not is cause they didn't at all. For example did I repeat something to someone that I wasn't supposed to? It kills me cause I keep racking my brain trying to figure out whether it happened but I can never come to a conclusion.,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"fear of people/talking?,UID885,""Hello I have always been a shy quiet (anxious) person, even as a child. IN high school I started struggling with depression although I did not understand what it was at the time. As I got older I hoped things would change but I dont know what else to do. Had a family dinner last night and I became painfully aware of how silent I am. With family, friends, strangers, I just don't have anything to say, apart from """"hello"""". I feel disconnected from the world, unsure of how I am meant to live. Its depressing seeing people around me living their lives, having a job/career, getting married, having kids etc. I dont feel like there is a place in this world for a person like me. I guess the point of writing this is to see if there is someone who can give me some sort of hope, see if anyone has overcome something like this. I don't know. I feel strange. UID2859’s clinically-trained moderators often work offline (invisible to you) on issues relating to suicide or self-harm. At the same time, general supportive comments from the community are encouraged. If you have concerns around suicide or self-harm, please phone our support service on 1300 22 4636."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anxiety and feeling sick and resltess legs syndrome,UID3880,Hello everyone. I have posted on these forums before and being treated for anxiety and depression. Ive always had mild restless legs but its gotten worse lately. I take magnesium tablets at night to try and help which it does a bit but have stopped the last few nights as I ran out but I have been not well all day today and just not feeling calm or content. Im tense and constantly moving my legs/feet around. Normally I only get these symptoms at night but now its during the day which makes it hard when I need to look after my daughter and myself. Any tips or suggestions on how to cope with this would be greatly appreciated as im finding it hard to cope with this UID50023,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I don't know what to do,UID885,""I feel so lost and confused. Don't know what to do or think. I have been living with friend and her partner but they have just split and she decided to move out today back to her dads house. I feel uncomfortable living with her partner so I guess I'll have to move back to my parents house, where I am at the moment, staying here tonight. I already feel so UID1953 and anxious here. My parents are lovely and supportive but I feel like such a disappointment to them. Since I'm unemployed, can't get or keep job due to anxiety, I've decided to volunteer at animal shelter, which starts in a month, and also start studying a part time course in animal studies. The closer it gets to starting these, the thought of me actually having to get up and go do it and talk to people scares me. I wish I could feel happy and confident in what I want to do but I feel the opposite. I feel so guilty and selfish for thinking horrible thoughts when I've been given this life to live and I've been trying and trying for what feels like forever to try and control my anxiety and actually get somewhere but I can't. I'm sick of trying and sick of crying. I've been on my medication for almost a year and next psychologist appointment is coming up this week."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"learning to live with anxiety,UID2131,""For many years I've been troubled by depression on and off. Over the years it's become milder. In this last year it's been very mild indeed and the doctor says that it's far more anxiety now. Well, at the beginning of this year I became terrified of going right back down and that fear is dominating my life. Lately I've been getting physical symptoms of anxiety, tightness of chest, palpitations, butterflies. I'm getting headaches too. I'm told that I won't go back down, the depression's mild and my fear is a spell I'm going through and won't make me ill as long as I keep on with my routine.I'm doing this but life is hard going. My fear did subside for a couple of days recently but came back. The fact that it went briefly is, I suppose, a good sign. My Doctor sees it as another episode in my mental health problems. I have always come through bad spells but this fear factor is something I'm not used to and it's amazing how flexible my fear is. One time I think I'll become really UID1238 because I can't sleep";" then it's because my nephew's ill and the worry will be too much. Just now I'm getting headaches and worried that all this stress will bring on a depression. Everybody who knows me assures me that my depression won't return and that the fear will go. I don't really know that anyone can advise me on this. But thanks for reading anyway. "",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FEAR - any advice please?,UID2131,""For many years I have been dealing with depression and anxiety. The first bout 13 years ago was traumatic. For the third time in 6 months an overwhelming fear of going back there has come to me, despite my depression being very mild. This time it's much worse owing to a return of a particular symptom. I am having major problems with my sleep. Not sleeping I can cope with but I'm having highly distressing symptoms of anxiety - palpitations and a lurching of my stomach (really horrible) as I'm dropping off, and so waking me up. Eventually, back then, I found I didn't want to sleep because of the symptoms. The high alert my mind is on stops sleeping tablets working.I have been working on my breathing. I keep reminding myself that I was very ill then and although this is happening it is only one part of that episode. My fear seems to override these things. All those years ago the problem went as soon as I began to respond to anti depressants. So I have to live with this. Two very good friends assure me that the fear that sneaked in for no reason will go again as I continue to get on with my life, which I can manage even with very poor sleep. I don't think I've levelled out with my sleeping problem yet and I wonder if that is making my fear worse.I go to see my gp on Tues. This is 99% association is it not? In Scotland it's dark and wet. It was the same time then that these symptoms were worst. I wonder if it would be just as bad if it were Summer. Perhaps everyone has their own demons in their illness and I guess we're all different. This is one of mine. I don't think there are any answers on this but if anyone could advise me as a way I could see this without getting so scared I'd really appreciate it. Thanks, "",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I can't untangle my mind,UID2131,""My sleep is causing me a problem. But in reality it's all about my memories regarding horrendous sleep problems 13 years ago when I was first ill. So, I'm having problems sleeping because I'm scared of all those memories. I'm dealing with it much better than all those years ago, so I should realise from that how different things are. But other fears are jumping on the bandwagon. Friends tell me it's a spell that will go. It came for no reason and it will settle. Meanwhile I wonder if I'm becoming psychotic - I've never had psychosis, and then I worry that I think I'm psychotic and that will ruin my life. Crazy thoughts, all saying your life is ruined. I've had terrible fears before but not concerning a return to my sleep problem or thinking I'm psychotic. What's happening in my head?"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Is this possible?,UID2826,""Hi i have this terrible fear that I have become pregnant from using the same toilet/bathroom as my sister's boyfriend. he woke up during the night to use the toilet and then about half an hour later I used the same toilet. I had to do a number two. Afterwards, I wiped my bottom. I then had a terrible thought that this could cause me to become pregnant. What if he had just had intercourse and I touched some left over semen/sperm that may have been on the toilet door handle, the toilet paper or another surface nearby. Is this possible? This anxiety consumes me...it affects my day to day life, it's all I can think about. It has been going on for a few years now...I take pregnancy tests daily. I don't know what to do. Has anyone been in a similar situation or experienced anything like thisUID725"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Worry chews at my mind,UID2131,""One of my biggest enemies with my mental health is worry. I have always been pessimistic and it played a massive part in my mental illness over the years. I am waiting to go on a Mindfulness course but that won't be till late Spring. So not helpful now. My brother's son has leukaemia. He was diagnosed in January and I think it played a part in my UID3984 dropping then. Things went well and he went into remission. However recently it came back. Fortunately he is only 30 and fit and so could handle the aggressive chemo they gave. He then got an infection which has thankfully cleared and it'll be a few weeks before they can say if he's in remission again. Then they want to do a bone marrow transplant - his siblings don't match but it seems that on the European donor list they'll find him a match reasonably okay. All this was fine in my head. Today I rang my brother and he also mentioned the possibility of his son not going in remission. He is coping well but obviously worried though he was not trying to worry me. Although things going wrong are always possible I cope by not asking about them or not allowing myself to 'know' .UID2349 I can't stop worrying about my nephew. I try to reassure myself and certainly his youth is in his favour as well as the very good treatment that is available and apparently improving all the time. I try to distract myself but find it hard. It's a double problem for me: the worry I feel and also the possibility that it will pull me down. My sister tells me that to worry is pointless and that we have to be their for him. She's right but I am unable to UID17itch worry off. Any advice would be welcome. Thanks, "",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Fear of disappointing your partner or not loving them enough,UID11,""Hello all, I have had very mild anxiety through out my childhood (most of which I recently learnt I had repressed) but recently my anxiety has flared up enormously regarding my relationship. My partner and I have been together for almost two years. We're from different countries and made the decision to get engaged so that we could marry here and he could get a visa. We were living in his country preparing to come out here and now I am here (due to a family commitment) and we have been long distance for 2 months) and Up until 3 months ago I felt fine with it all and completely happy and excited. Then one morning I woke up with an intense pressure on my chest and stomach and my head was UID17imming with fearful thoughts surrounding my relationship. Never to do with him or anything he might do, it is always me in these fears. I have flashes of what if I don't love him anymore or do I love him enough or do I want all this with him. These fears just refuse to let go and get so strong that I start believing they're real. I lose the ability to tell myself what it is that I want. I have no idea of what's real and what is just a fear. Has anyone felt this too? It's never a fear of him, it's always of me. Me disappointing or hurting him or not loving him. I have had two sessions with a psychologist and more coming up, but with him it's such a slow process while he paints a picture of the situation in order to help me deal with it. I need some way of stopping these fears when they come up, or some way to manage them effectively. thank you <3"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Anxious ,UID885,""I feel like nothing I do is good enough. I get so anxious living in this house with my best friend and her (ex) partner. I love her to bits and appreciate everything she has helped me with. But I am sad because I feel people don't understand me, I know it's hard for people who don't have anxiety to understand. No one has said anything but i am anxious people think I am lazy or whatever but I really try hard to keep everyone happy. I'd like it if people have any issues to just come and talk to me nicely and I'll try and fix or try harder instead of keeping quiet getting angry behind closed doors. I was feeling UID1238 about moving back to my parents house in January but now I can't wait. I feel far to anxious living here and i am breaking UID50023"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Not sure what I am ...,UID3606,""only recently I self diagnosed my actions over a number of years ..... I was becoming more and more agitated over matters that others didn't worry about .... I threw tantrums and was loud and angry. I observed a peer at my club who did this quite often and thought """"that's me"""" and """"why?"""" Over the past two years I have been on medication and made conscious efforts to control myself and walk away when I identify when I'm becoming unsteady of mind. I cannot do this every time and over recent month have """"exploded"""" on more than three occasions ..... and feeling damn stupid and sorry afterward. I know and feel that apologies, although accepted, are not the answer. Has anyone else had these issues? What did you do about them? I feel that I have reached a crossroad that could be my last chance ..... my home life and social life is in danger."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"continuing my struggle,UID2131,""I've not been on BB because although I know people are more than willing to help there comes a time when there's no advice other than to hang in there. However I know everyone cares. My symptoms are so unpredictable";" this whole depression, it came in January has confused and frightened me and all I can do is plod on hoping that things will sort or improve"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"my thoughts ,UID885,""Too many rambling thoughts, as per usual. Sorry if it doesn't make sense :S I find it weird that everyone is different and forced to find a way to live and cope in this world. Many different beliefs, values,morals, cultures, careers and experiences. Communication with other people, whether it be strangers to me or family is a daily struggle. It's something we all have to do yet it feels unnatural and weird to me. People talk all the time and I don't know how they do it. Many times I can't find the voice to talk let alone come up with something to say. Going out in public, see people going about their day. How do they work out their next move or what to do next? How do they have such long conversations with people and it not bother them? Day after day. I try to do my homework from the psychologist. Have a small conversation with the cashier at the supermarket. Even a 'hello how are you' will do. I get up to the register and nervously look at all the people around and instantly feel overwhelmed. I squeak out a 'hello' and that's that. I go to the car and burst into tears. I have failed yet again.I've only ever had one job. Which ended with me having a breakdown and quitting. Although leading up to it I was often feeling overwhelmed at work so much i just couldn't do it. All I want is to work for my money, enjoy what I do and live in my own place. I hate feeling like a burden to my family and best friend. I wish I I could be a better person for them. I feel isolated and alone. Stuck. UID3730 where I'll be living next year yet. UID991 have to go back to parents house. I just want a break!"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hi been a while,UID3942,""Hi been a while again, Im back here giving Facebook a rest, I'm find it's increasing my Anxiety. The adding of people i don't know, groups are not run properly, more like dating sites, place is an UID73 Landmine. I'm find it a difficult platform to be open about things,I'm not sure why, yet people here see it also. The only difference here i am not liking 100 things or spending 12hrs a day getting overwhelmed. I wish this Anxiety didn't have so much influence on me, but it does, i get very overwhelmed easily, on the internet as i do in life...and become burnt out and exhausted. yet i don't want to feel left behind. UID50023..I Hope  and  and few others are still about, I miss your words of Wisdom! Adios! as  used to say! TC :D"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Feeling awful :( help,UID885,""Today has been such a bad day and i feel awful. Not sure I caught a bug or of if it's the anxiety. Am lying in bed tossing and turning. I can't keep still. I just want to cry, I should eat dinner but my stomach feels queasy. Have a psychologist visit tomorrow. Feels like it's been so long since the last one. I'm trying to distract my mind but I am at boyfriends house spending the night and I don't know what to do to calm down. Trying to concentrate on breathing but it's not working. Wanted to have a nap but can't relax enough. I think it's going to be a long night grrrr. Anyone have any suggestions? Thanks for reading"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anxiety returned after nearly a month of relief :(,UID3880,Hello everyone. Ive written on these forums before. Ive been diagnosed with BPD and Dysthymia and recently went to an emergency refuge clinic while my parents looked after my daughter. I was doing so well while I was there for a week then when I came out I felt fresh with a different outlook on life and also was looking forward to my grandma coming over to stay for 3 weeks with me. Shes from Darwin so means a lot that shes here. Anyways its getting near the end of her stay. She leaves in 2 days and I don't know if its subconscious but today I have had extremely bad anxiety and have felt neuseas and judt wana cry. It must be because I know im going to be completely on my own looking after my daughter. Shes not a hard child to look after but everything is hard when I feel like this. I haven't had to come on this forum for a while because ive been doing so well but now im scared im going to fall into a heap after she leaves. I just want to hide and cry :'(,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Freaking Out - Suggestions?,UID2161,""Hello folks. It's my first time posting here but I've been a lurker for some time. So, before I get into the actual reason for posting a little background info. I was diagnosed with depression about seven years ago. It's been hard, but I've managed to control it for the most part for the past five years with the help of medication. However, there have been instances of UID2349, though, I'm finding myself falling back into the I'm a casual school teacher, so those months are when I wouldn't be working anyway, with the exception of February, but as I'm casual that might be only the last two weeks or so of that month. However, with the HSC now done there is little to no work for casual teachers for the rest of 2014. I've tried to save as much as I can over the last year to have enough to get by over this period but due to one big even in my life I wasn't able to save as much as I would have liked. But now I look at my funds and while I thought I was doing a good job of saving I'm feeling that I should have done a better one. Basically, On top of this I've just started a new relationship and Also I've told my parents about The thoughts of """"everyone would be better off without me"""" have started up again. I'm not wanting to leave the house. I feel ashamed and pathetic and like a criminal. UID2859’s clinically-trained moderators often work offline (invisible to you) on issues relating to suicide or self-harm. At the same time, general supportive comments from the community are encouraged. If you have concerns around suicide or self-harm, please phone our support service on 1300 22 4636."",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
It's Monday morning ,UID885,And I'm not even out of bed yet and am panicking and anxious about the day ahead and don't know where to start or what to do. Why does life feel so pointless. I don't know how much more I can take!!! hope you all are well,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Anxious and struggling,UID885,""Hi all i have struggled with anxiety and depression for as long as I can remember but now it's so severe I don't know what to do with myself. Does anyone have any tips or can tell me how they cope having anxiety and depression in everyday life? I struggle with finding motivation to do tasks, daily chores, finding things to do day after day as I am home a lot. I am currently unemployed (due to anxiety) trying to find a job but struggling and don't know how I'm ever going to be able to work but I need to. I am on medication daily and see psychologist once a month. It feels like I'm constantly stuck in my own mind and so many thoughts all the time which stops me from talking and communicating with others a lot UID50023 ahhh can anyone relate ?"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"continuing my struggle,UID2131,""I don't know how to explain how things have been. I did have one week in late September where I was so energised with something in my life that I felt well. I went away for a night with my husband and that afternoon and night were magical. I've had some copeable days but mostly the days have been either scary or tears. Because this depression is so very unpredictable I find it hard to trust my UID3984s";" ie today my UID3984 isn't that bad but I'm half expecting it to dip or to go scary on me. My fear? that I'll go down to a level that's so awful, where I've been before. I have no reason to expect that. I saw my GP recently. She told me that my meds could not be altered. If I went down and she referred to me to a psychiatrist they would assess that and decide. If she was to ask advice on meds it would be unlikely they would be altered. Usually it's only anti psychotics that are changed. In other words you have to be down there before you get help. The good thing is she has referred me for a mindulness course although it's likely to be next 6 moths any way before that happens. I'm afraid I'm not able to help other people just now though I do care for everyone on here. I'm not looking for answers. There aren't any. I plod on. What else can I do?  x"",anxiety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I cant handlle this anymore!!!!,UID3880,Ive been havin some really bad days when it comes to anxiety attacks that have lasted a day. I am nauseated all the time so cant eat I don' t know what to do this is happening day after day and I cant handle it! Ive been to the hospital a couple monthes ago and know I cant go back as there is no1 to look after my daughter. Ive been dinosed with borderline personality disorder and dysthymia which is a type of depression but my depression has been really bad lately also. PLEASE just let this adrenaline feeling end!!! :'(,anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
